"source_college","target_university","major","academic_year","required_uc_course_or_area","articulated_ccsf_course","notes","raw_agreement_url_or_id"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","MATH 51","MATH 110A","MATH 51: Calculus I","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","MATH 52","MATH 110B","MATH 52: Calculus II","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","MATH 53","MATH 110C","MATH 53: Multivariable Calculus","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","MATH 54","MATH 130 OR MATH 120 AND MATH 125","MATH 54: Linear Algebra and Differential Equations","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","PHYSICS 7A","PHYC 4A AND PHYC 4AL","PHYSICS 7A: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","PHYSICS 7B","PHYC 4B AND PHYC 4BL","PHYSICS 7B: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","Courses that satisfy Reading & Composition A","ENGL C1000","ENGL C1000 Academic Reading and Writing 4.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","Courses that satisfy Reading & Composition B","ENGL C1001 OR ENGL 1B OR CMST 2","ENGL C1001 Critical Thinking and Writing 4.00units Or ENGL 1B Writing about Literature 4.00units Or CMST 2 Introduction to Rhetorical Criticism 3.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","ASTRON 7A","No Course Articulated","ASTRON 7A: Introduction to Astrophysics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","ASTRON 10","No Course Articulated","ASTRON 10: Introduction to General Astronomy","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","BIOLOGY 1A AND BIOLOGY 1AL","BIO 100A","BIOLOGY 1A: General Biology Lecture (Cells, Genetics, Animal Form & Function) | BIOLOGY 1AL: General Biology Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","BIOLOGY 1B","BIO 100B","BIOLOGY 1B: General Biology (Plant Form & Function, Ecology, Evolution)","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","CHEM 1A AND CHEM 1AL","CHEM 101A","CHEM 1A: General Chemistry | CHEM 1AL: General Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","CHEM 1B","CHEM 101B","CHEM 1B: General Chemistry","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","CHEM 3A AND CHEM 3AL","CHEM 212A","CHEM 3A: Chemical Structure and Reactivity | CHEM 3AL: Organic Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","CHEM 3B AND CHEM 3BL","CHEM 212B","CHEM 3B: Chemical Structure and Reactivity | CHEM 3BL: Organic Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","MCELLBI 32 AND MCELLBI 32L","BIO 111","MCELLBI 32: Introduction to Human Physiology | MCELLBI 32L: Introduction to Human Physiology Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","PHYSICS 7C","PHYC 4C AND PHYC 4CL AND PHYC 4D AND PHYC 4DL","PHYSICS 7C: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","ENGIN 7","ENGN 38 AND ENGN 10B","ENGIN 7: Introduction to Computer Programming for Scientists and Engineers (MATLAB)","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","COMPSCI 61A","No Course Articulated","COMPSCI 61A: The Structure and Interpretation of Computer Programs","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","MAT SCI 45 AND MAT SCI 45L","ENGN 45","MAT SCI 45: Properties of Materials | MAT SCI 45L: Properties of Materials Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","MEC ENG C85","No Course Articulated","MEC ENG C85: Introduction to Solid Mechanics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","MEC ENG 40","No Course Articulated","MEC ENG 40: Thermodynamics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Aerospace Engineering, B.S.","2025-2026","ENGIN 40","No Course Articulated","ENGIN 40: Engineering Thermodynamics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fb84b4c08-c6f4-48ff-ace1-08ddbf3f4ee7"
"CCSF","UC Berkeley","African American Studies, B.A.","2025-2026","AFRICAM 4A","No Course Articulated","AFRICAM 4A: Africa: History and Culture","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F2ecf08b6-e641-456c-accf-08ddbf3f4ee7"
"CCSF","UC Berkeley","African American Studies, B.A.","2025-2026","AFRICAM 5A","HIST 41A","AFRICAM 5A: African American Life and Culture in the United States","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F2ecf08b6-e641-456c-accf-08ddbf3f4ee7"
"CCSF","UC Berkeley","African American Studies, B.A.","2025-2026","AFRICAM 5B","HIST 41B","AFRICAM 5B: African American Life and Culture in the United States","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F2ecf08b6-e641-456c-accf-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","AMERSTD 10","This course must be taken at the university after transfer","AMERSTD 10: Introduction to American Studies","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","AFRICAM 5A","HIST 41A","AFRICAM 5A: African American Life and Culture in the United States","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","AFRICAM 5B","HIST 41B","AFRICAM 5B: African American Life and Culture in the United States","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","ANTHRO 2","ANTH 2","ANTHRO 2: Introduction to Archaeology","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","ASAMST 20A","ASAM 20","ASAMST 20A: Introduction to the History of Asians in the United States","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","ASAMST 20AC","No Course Articulated","ASAMST 20AC: Asian American Communities and Race Relations","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","CHICANO 20","No Course Articulated","CHICANO 20: Introduction to Chicano Culture","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","CHICANO 40","No Course Articulated","CHICANO 40: Introduction to Chicano Literature in English","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","CHICANO 50","HIST 21","CHICANO 50: Introduction to Chicano History","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","CHICANO 70","No Course Articulated","CHICANO 70: Latino Politics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","ENV DES 1","ARCH 100 AND GEOG 4","ENV DES 1: Introduction to Environmental Design","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","ESPM C10","BIO 20","ESPM C10: Environmental Issues","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","ESPM C11","No Course Articulated","ESPM C11: Americans and the Global Forest","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","ESPM 15","ENVS 31","ESPM 15: Introduction to Environmental Sciences","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","ESPM 50AC","No Course Articulated","ESPM 50AC: Introduction to Culture and Natural Resource Management","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","ESPM 60","No Course Articulated","ESPM 60: Environmental Policy, Administration, and Law","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","ETH STD 10AC","No Course Articulated","ETH STD 10AC: A History of Race and Ethnicity in Western North America, 1598-Present","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","ETH STD 21AC","IDST 37","ETH STD 21AC: A Comparative Survey of Racial and Ethnic Groups in the U.S.","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","ETH STD 41AC","No Course Articulated","ETH STD 41AC: A Comparative Survey of Protest Movement Since the 60's","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","GEOG 20","GEOG 7","GEOG 20: Globalization","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","GEOG 50AC","No Course Articulated","GEOG 50AC: California","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","GEOG 70AC","No Course Articulated","GEOG 70AC: The Urban Experience","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","GWS 14","No Course Articulated","GWS 14: Gender, Sexuality, and Race in Global Political Issues","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","GWS 20","No Course Articulated","GWS 20: Introduction to Feminist Theory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","HISTORY 7A","HIST 17A","HISTORY 7A: The United States from Settlement to Civil War","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","HISTORY 7B","HIST 17B","HISTORY 7B: The United States from Civil War to Present","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","MEDIAST 10","This course must be taken at the university after transfer","MEDIAST 10: Introduction to Media Studies","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","NATAMST 20A","No Course Articulated","NATAMST 20A: Introduction to Native American Studies","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","NATAMST 20B","No Course Articulated","NATAMST 20B: Introduction to Native American Studies II: Cultural Practice, Art, and Identity","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","NATAMST 71","No Course Articulated","NATAMST 71: Native Americans in North America to 1900","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","NATAMST 72","No Course Articulated","NATAMST 72: Native Americans in North America 1900-Present","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","POL SCI 1","POLS C1000","POL SCI 1: Introduction to American Politics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","SOCIOL 1","SOC 1","SOCIOL 1: Introduction to Sociology","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","SOCIOL 5","No Course Articulated","SOCIOL 5: Evaluation of Evidence","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","American Studies, B.A.","2025-2026","UGBA 10X","GNBS 119","UGBA 10X: Foundations of Business","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fef137fde-5672-4001-ace9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Analytics, B.A.","2025-2026","MATH 51","MATH 110A","MATH 51: Calculus I","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fac2ccdba-4034-4cd2-acd3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Analytics, B.A.","2025-2026","MATH 52","MATH 110B","MATH 52: Calculus II","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fac2ccdba-4034-4cd2-acd3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Analytics, B.A.","2025-2026","MATH 53","MATH 110C","MATH 53: Multivariable Calculus","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fac2ccdba-4034-4cd2-acd3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Analytics, B.A.","2025-2026","MATH 54","MATH 130 OR MATH 120 AND MATH 125","MATH 54: Linear Algebra and Differential Equations","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fac2ccdba-4034-4cd2-acd3-08ddbf3f4ee7"
